full_name,monetary,avgmonetary,frequency,last_order_date,max_order_date,recency,rfm_recency,rfm_frequency,rfm_monetary,rfm_cell,rfm_cell_string,rfm_segment
Gabriella Yuniar,2558757,255876.0,10,2022-01-13 07:20:26.862509+00:00,2022-07-31 23:59:19.821469+00:00,199,2,2,2,6,222,hibernating
Gabriella Zulaika,7690445,640870.0,12,2022-06-24 09:05:57.682980+00:00,2022-07-31 23:59:19.821469+00:00,37,4,2,3,9,324,at risk
Gada Firmansyah,1161794,290448.0,4,2022-06-10 00:10:42.106858+00:00,2022-07-31 23:59:19.821469+00:00,51,3,2,1,6,123,hibernating
Gada Hakim,5802402,580240.0,10,2021-12-16 21:32:03.427944+00:00,2022-07-31 23:59:19.821469+00:00,227,2,2,2,6,222,hibernating
Gada Hardiansyah,200594365,751290.0,267,2022-07-31 21:06:22.634351+00:00,2022-07-31 23:59:19.821469+00:00,0,5,5,5,15,555,champions
Gada Hidayanto,189771021,1773561.0,107,2022-05-03 01:40:49.536536+00:00,2022-07-31 23:59:19.821469+00:00,89,3,5,5,13,553,potential loyalist
Gada Hutagalung,11133478,556674.0,20,2022-07-15 10:53:53.980840+00:00,2022-07-31 23:59:19.821469+00:00,16,5,3,3,11,335,need attention
Gada Hutapea,660048,220016.0,3,2021-07-01 17:37:48.202859+00:00,2022-07-31 23:59:19.821469+00:00,395,1,1,1,3,111,hibernating
Gada Iswahyudi,14839483,706642.0,21,2022-07-10 07:51:42.054409+00:00,2022-07-31 23:59:19.821469+00:00,21,4,3,3,10,334,need attention
Gada Kusumo,62956346,828373.0,76,2022-06-06 09:13:57.075445+00:00,2022-07-31 23:59:19.821469+00:00,55,3,5,4,12,453,loyal
Gada Kuswoyo,1825596,365119.0,5,2021-11-05 04:10:30.635041+00:00,2022-07-31 23:59:19.821469+00:00,268,2,2,2,6,222,hibernating
Gada Maheswara,7159370,397743.0,18,2022-04-17 04:45:40.748609+00:00,2022-07-31 23:59:19.821469+00:00,105,2,3,2,7,232,hibernating
Gada Mandala,158595,158595.0,1,2021-08-21 22:35:59.600415+00:00,2022-07-31 23:59:19.821469+00:00,344,1,1,1,3,111,hibernating
Gada Mangunsong,557773,557773.0,1,2022-06-08 02:46:31.675745+00:00,2022-07-31 23:59:19.821469+00:00,53,3,1,1,5,113,hibernating
Gada Mansur,195826,195826.0,1,2017-11-12 11:20:09.716537+00:00,2022-07-31 23:59:19.821469+00:00,1722,1,1,1,3,111,hibernating
Gada Manullang,25756237,1717082.0,15,2022-05-20 01:55:58.953684+00:00,2022-07-31 23:59:19.821469+00:00,72,3,3,4,10,433,potential loyalist
Gada Maryadi,4134186,344516.0,12,2022-03-08 04:32:03.761660+00:00,2022-07-31 23:59:19.821469+00:00,145,2,2,2,6,222,hibernating
Gada Mustofa,1450113,241686.0,6,2021-11-23 17:18:48.725889+00:00,2022-07-31 23:59:19.821469+00:00,250,2,2,2,6,222,hibernating
Gada Nainggolan,726512,181628.0,4,2022-01-27 00:28:24.178578+00:00,2022-07-31 23:59:19.821469+00:00,185,2,2,1,5,122,hibernating
Gada Natsir,9237342,355282.0,26,2022-05-20 18:41:28.874104+00:00,2022-07-31 23:59:19.821469+00:00,72,3,3,3,9,333,need attention
Gada Pradana,238787582,1681603.0,142,2022-07-11 08:21:05.363672+00:00,2022-07-31 23:59:19.821469+00:00,20,4,5,5,14,554,champions
Gada Prasetya,6878210,1375642.0,5,2019-08-02 16:24:18.577244+00:00,2022-07-31 23:59:19.821469+00:00,1094,1,2,2,5,221,hibernating
Gada Prasetyo,356639,356639.0,1,2021-09-27 17:05:50.566345+00:00,2022-07-31 23:59:19.821469+00:00,307,1,1,1,3,111,hibernating
Gada Pratama,2123527,303361.0,7,2022-03-20 19:14:26.717769+00:00,2022-07-31 23:59:19.821469+00:00,133,2,2,2,6,222,hibernating
Gada Rajasa,11578713,1447339.0,8,2021-11-04 23:16:24.383301+00:00,2022-07-31 23:59:19.821469+00:00,269,2,2,3,7,322,about to sleep
Gada Ramadan,26725549,989835.0,27,2022-07-08 00:48:30.481627+00:00,2022-07-31 23:59:19.821469+00:00,23,4,3,4,11,434,potential loyalist
Gada Salahudin,253212,253212.0,1,2019-01-29 02:46:05.556128+00:00,2022-07-31 23:59:19.821469+00:00,1279,1,1,1,3,111,hibernating
Gada Santoso,300588,150294.0,2,2020-06-29 16:07:24.658348+00:00,2022-07-31 23:59:19.821469+00:00,762,1,1,1,3,111,hibernating
Gada Sihombing,11213555,448542.0,25,2022-07-02 17:50:26.324769+00:00,2022-07-31 23:59:19.821469+00:00,29,4,3,3,10,334,need attention
Gada Simanjuntak,385091,385091.0,1,2020-08-25 23:39:12.208941+00:00,2022-07-31 23:59:19.821469+00:00,705,1,1,1,3,111,hibernating
Gada Simbolon,6658819,475630.0,14,2022-07-30 11:26:14.157209+00:00,2022-07-31 23:59:19.821469+00:00,1,5,3,2,10,235,at risk
Gada Sirait,7316528,430384.0,17,2022-04-21 21:23:10.296867+00:00,2022-07-31 23:59:19.821469+00:00,101,2,3,3,8,332,about to sleep
Gada Siregar,13262377,780140.0,17,2022-07-25 09:58:29.802072+00:00,2022-07-31 23:59:19.821469+00:00,6,5,3,3,11,335,need attention
Gada Suwarno,455204,455204.0,1,2020-09-05 21:40:23.079393+00:00,2022-07-31 23:59:19.821469+00:00,694,1,1,1,3,111,hibernating
Gada Wacana,14599740,1123057.0,13,2022-07-21 02:39:39.916094+00:00,2022-07-31 23:59:19.821469+00:00,10,5,3,3,11,335,need attention
Gada Wahyudin,1824122,364824.0,5,2021-04-27 20:02:16.532531+00:00,2022-07-31 23:59:19.821469+00:00,460,1,2,2,5,221,hibernating
Gada Wasita,5782835,826119.0,7,2020-12-12 03:52:02.346259+00:00,2022-07-31 23:59:19.821469+00:00,596,1,2,2,5,221,hibernating
Gada Wijaya,50248602,2284027.0,22,2022-02-14 03:47:12.048530+00:00,2022-07-31 23:59:19.821469+00:00,167,2,3,4,9,432,potential loyalist
Gadang Dabukke,732798,244266.0,3,2022-06-22 12:10:51.900382+00:00,2022-07-31 23:59:19.821469+00:00,39,4,1,1,6,114,hibernating
Gadang Firgantoro,11316022,707251.0,16,2022-06-25 00:01:46.932481+00:00,2022-07-31 23:59:19.821469+00:00,36,4,3,3,10,334,need attention
Gadang Gunarto,8286663,690555.0,12,2022-04-27 02:47:44.103876+00:00,2022-07-31 23:59:19.821469+00:00,95,2,2,3,7,322,about to sleep
Gadang Habibi,365466,365466.0,1,2018-12-09 13:56:48.783909+00:00,2022-07-31 23:59:19.821469+00:00,1330,1,1,1,3,111,hibernating
Gadang Hakim,37635001,818152.0,46,2022-07-19 01:12:31.833255+00:00,2022-07-31 23:59:19.821469+00:00,12,5,4,4,13,445,loyal
Gadang Hardiansyah,7705092,405531.0,19,2022-07-12 23:56:25.681182+00:00,2022-07-31 23:59:19.821469+00:00,19,5,3,3,11,335,need attention
Gadang Hidayanto,166125070,1628677.0,102,2022-07-21 20:48:23.292800+00:00,2022-07-31 23:59:19.821469+00:00,10,5,5,5,15,555,champions
Gadang Kuswoyo,32470272,2951843.0,11,2020-06-02 11:07:03.332617+00:00,2022-07-31 23:59:19.821469+00:00,789,1,2,4,7,421,promising
Gadang Latupono,120421779,1353054.0,89,2022-06-30 10:48:24.092672+00:00,2022-07-31 23:59:19.821469+00:00,31,4,5,5,14,554,champions
Gadang Mahendra,139516,139516.0,1,2021-08-01 21:20:31.907576+00:00,2022-07-31 23:59:19.821469+00:00,364,1,1,1,3,111,hibernating
Gadang Maheswara,14841500,742075.0,20,2022-05-16 05:55:24.470492+00:00,2022-07-31 23:59:19.821469+00:00,76,3,3,3,9,333,need attention
Gadang Mandala,279373,279373.0,1,2017-11-02 12:57:00.378016+00:00,2022-07-31 23:59:19.821469+00:00,1732,1,1,1,3,111,hibernating
Gadang Marbun,3834991,479374.0,8,2021-05-25 21:43:01.410582+00:00,2022-07-31 23:59:19.821469+00:00,432,1,2,2,5,221,hibernating
Gadang Najmudin,13095393,1636924.0,8,2020-08-09 02:56:18.484120+00:00,2022-07-31 23:59:19.821469+00:00,721,1,2,3,6,321,about to sleep
Gadang Napitupulu,181917010,1263313.0,144,2022-06-28 19:58:06.271433+00:00,2022-07-31 23:59:19.821469+00:00,33,4,5,5,14,554,champions
Gadang Pangestu,519522,519522.0,1,2018-04-29 07:38:40.728652+00:00,2022-07-31 23:59:19.821469+00:00,1554,1,1,1,3,111,hibernating
Gadang Permadi,702220,702220.0,1,2019-05-24 20:02:10.322227+00:00,2022-07-31 23:59:19.821469+00:00,1164,1,1,1,3,111,hibernating
Gadang Pradana,173184429,1882439.0,92,2022-06-30 22:49:20.135630+00:00,2022-07-31 23:59:19.821469+00:00,31,4,5,5,14,554,champions
Gadang Pradipta,8478528,314020.0,27,2022-07-03 01:54:23.708804+00:00,2022-07-31 23:59:19.821469+00:00,28,4,3,3,10,334,need attention
Gadang Pranowo,2321209,580302.0,4,2021-12-01 09:51:46.878890+00:00,2022-07-31 23:59:19.821469+00:00,242,2,2,2,6,222,hibernating
Gadang Prasetyo,16219313,1802146.0,9,2021-09-27 10:55:02.171323+00:00,2022-07-31 23:59:19.821469+00:00,307,1,2,3,6,321,about to sleep
Gadang Samosir,10895912,473735.0,23,2022-05-12 12:17:43.869806+00:00,2022-07-31 23:59:19.821469+00:00,80,3,3,3,9,333,need attention
Gadang Santoso,21800024,1038096.0,21,2022-03-11 22:14:06.229051+00:00,2022-07-31 23:59:19.821469+00:00,142,2,3,3,8,332,about to sleep
Gadang Saptono,3471777,867944.0,4,2021-09-27 11:55:59.276618+00:00,2022-07-31 23:59:19.821469+00:00,307,1,2,2,5,221,hibernating
Gadang Saputra,44319522,1107988.0,40,2022-06-11 11:07:49.359034+00:00,2022-07-31 23:59:19.821469+00:00,50,3,4,4,11,443,potential loyalist
Gadang Simbolon,1945859,648620.0,3,2021-01-10 10:30:31.837792+00:00,2022-07-31 23:59:19.821469+00:00,567,1,1,2,4,211,hibernating
Gadang Suryono,7653983,956748.0,8,2021-11-10 17:05:08.144442+00:00,2022-07-31 23:59:19.821469+00:00,263,2,2,3,7,322,about to sleep
Gadang Tamba,9826053,1091784.0,9,2022-06-14 12:33:43.626925+00:00,2022-07-31 23:59:19.821469+00:00,47,3,2,3,8,323,about to sleep
Gadang Wahyudin,17409700,669604.0,26,2022-05-01 06:08:57.299888+00:00,2022-07-31 23:59:19.821469+00:00,91,3,3,3,9,333,need attention
Gadang Wijaya,2910053,485009.0,6,2022-04-26 00:55:53.723685+00:00,2022-07-31 23:59:19.821469+00:00,96,2,2,2,6,222,hibernating
Gadang Winarno,4415214,630745.0,7,2021-11-25 06:28:11.140047+00:00,2022-07-31 23:59:19.821469+00:00,248,2,2,2,6,222,hibernating
Gadang Zulkarnain,10928723,683045.0,16,2022-06-08 00:51:27.097911+00:00,2022-07-31 23:59:19.821469+00:00,53,3,3,3,9,333,need attention
Gading Budiman,16622214,536200.0,31,2022-06-26 00:01:50.508950+00:00,2022-07-31 23:59:19.821469+00:00,35,4,4,3,11,344,loyal
Gading Budiyanto,15749125,2249875.0,7,2017-02-28 00:42:11.124264+00:00,2022-07-31 23:59:19.821469+00:00,1979,1,2,3,6,321,about to sleep
Gading Dongoran,20986551,1748879.0,12,2021-03-21 04:35:55.481756+00:00,2022-07-31 23:59:19.821469+00:00,497,1,2,3,6,321,about to sleep
Gading Habibi,91788202,2868381.0,32,2022-07-15 20:43:28.337559+00:00,2022-07-31 23:59:19.821469+00:00,16,5,4,5,14,545,champions
Gading Haryanto,208743,208743.0,1,2022-01-15 08:57:19.618108+00:00,2022-07-31 23:59:19.821469+00:00,197,2,1,1,4,112,hibernating
Gading Hutagalung,247005,247005.0,1,2019-07-27 07:49:44.692122+00:00,2022-07-31 23:59:19.821469+00:00,1100,1,1,1,3,111,hibernating
Gading Kurniawan,8399261,494074.0,17,2022-02-14 00:24:05.101229+00:00,2022-07-31 23:59:19.821469+00:00,167,2,3,3,8,332,about to sleep
Gading Kusumo,302190,302190.0,1,2017-06-21 14:22:29.167022+00:00,2022-07-31 23:59:19.821469+00:00,1866,1,1,1,3,111,hibernating
Gading Mahendra,963960,321320.0,3,2021-05-29 00:45:33.425079+00:00,2022-07-31 23:59:19.821469+00:00,428,1,1,1,3,111,hibernating
Gading Mandala,3006872,751718.0,4,2021-01-31 14:23:11.893777+00:00,2022-07-31 23:59:19.821469+00:00,546,1,2,2,5,221,hibernating
Gading Manullang,169598497,4845671.0,35,2022-07-15 23:25:58.594767+00:00,2022-07-31 23:59:19.821469+00:00,16,5,4,5,14,545,champions
Gading Maulana,1160202,580101.0,2,2021-10-02 00:41:52.340895+00:00,2022-07-31 23:59:19.821469+00:00,302,1,1,1,3,111,hibernating
Gading Nainggolan,8261625,1032703.0,8,2021-09-05 03:36:47.446318+00:00,2022-07-31 23:59:19.821469+00:00,329,1,2,3,6,321,about to sleep
Gading Najmudin,139149701,1391497.0,100,2022-06-15 03:53:20.554528+00:00,2022-07-31 23:59:19.821469+00:00,46,3,5,5,13,553,potential loyalist
Gading Natsir,10400492,385203.0,27,2022-07-10 12:32:00.252941+00:00,2022-07-31 23:59:19.821469+00:00,21,4,3,3,10,334,need attention
Gading Nugroho,263417708,1496692.0,176,2022-07-20 04:45:28.444792+00:00,2022-07-31 23:59:19.821469+00:00,11,5,5,5,15,555,champions
Gading Pangestu,16251807,1625181.0,10,2022-04-28 03:27:00.570177+00:00,2022-07-31 23:59:19.821469+00:00,94,3,2,3,8,323,about to sleep
Gading Prasasta,5019720,717103.0,7,2022-02-23 03:07:22.544158+00:00,2022-07-31 23:59:19.821469+00:00,158,2,2,2,6,222,hibernating
Gading Prasetya,114903668,1436296.0,80,2022-07-09 03:05:46.329868+00:00,2022-07-31 23:59:19.821469+00:00,22,4,5,5,14,554,champions
Gading Saefullah,124641,124641.0,1,2022-05-21 22:02:05.725455+00:00,2022-07-31 23:59:19.821469+00:00,71,3,1,1,5,113,hibernating
Gading Salahudin,9148071,762339.0,12,2022-01-24 07:12:17.170974+00:00,2022-07-31 23:59:19.821469+00:00,188,2,2,3,7,322,about to sleep
Gading Saptono,1142723,380908.0,3,2019-10-30 17:54:42.502026+00:00,2022-07-31 23:59:19.821469+00:00,1005,1,1,1,3,111,hibernating
Gading Saragih,651262,325631.0,2,2019-05-12 10:12:16.311050+00:00,2022-07-31 23:59:19.821469+00:00,1176,1,1,1,3,111,hibernating
Gading Sihombing,36641185,1145037.0,32,2022-06-17 04:12:17.217828+00:00,2022-07-31 23:59:19.821469+00:00,44,4,4,4,12,444,loyal
Gading Sitorus,6746509,749612.0,9,2022-02-24 19:44:01.072750+00:00,2022-07-31 23:59:19.821469+00:00,157,2,2,2,6,222,hibernating
Gading Tampubolon,787395,393698.0,2,2022-07-23 00:22:25.760777+00:00,2022-07-31 23:59:19.821469+00:00,8,5,1,1,7,115,hibernating
Gading Thamrin,10270560,684704.0,15,2022-05-15 11:56:52.520500+00:00,2022-07-31 23:59:19.821469+00:00,77,3,3,3,9,333,need attention
Gading Waskita,173952059,1216448.0,143,2022-07-20 19:23:47.077447+00:00,2022-07-31 23:59:19.821469+00:00,11,5,5,5,15,555,champions
Gading Wibisono,22430615,773469.0,29,2022-07-29 17:15:31.368526+00:00,2022-07-31 23:59:19.821469+00:00,2,5,4,3,12,345,loyal
Gaduh Damanik,47351489,893424.0,53,2022-06-30 23:42:13.066102+00:00,2022-07-31 23:59:19.821469+00:00,31,4,4,4,12,444,loyal
Gaduh Dongoran,185349633,8826173.0,21,2021-07-13 20:39:35.336400+00:00,2022-07-31 23:59:19.821469+00:00,383,1,3,5,9,531,potential loyalist
Gaduh Firmansyah,8277015,827702.0,10,2022-06-06 16:52:05.021417+00:00,2022-07-31 23:59:19.821469+00:00,55,3,2,3,8,323,about to sleep
Gaduh Hardiansyah,39590175,1885246.0,21,2022-06-14 20:38:55.950590+00:00,2022-07-31 23:59:19.821469+00:00,47,3,3,4,10,433,potential loyalist
Gaduh Hidayanto,327765,327765.0,1,2020-03-22 00:04:00.831383+00:00,2022-07-31 23:59:19.821469+00:00,861,1,1,1,3,111,hibernating
Gaduh Hidayat,3245782,360642.0,9,2022-07-17 18:03:16.474867+00:00,2022-07-31 23:59:19.821469+00:00,14,5,2,2,9,225,at risk
Gaduh Hutagalung,1950850,390170.0,5,2022-06-24 17:13:03.874919+00:00,2022-07-31 23:59:19.821469+00:00,37,4,2,2,8,224,at risk
Gaduh Iswahyudi,1352933,225489.0,6,2022-06-13 00:27:31.400420+00:00,2022-07-31 23:59:19.821469+00:00,48,3,2,1,6,123,hibernating
Gaduh Kusumo,308516,308516.0,1,2020-10-25 21:30:58.163996+00:00,2022-07-31 23:59:19.821469+00:00,644,1,1,1,3,111,hibernating
Gaduh Latupono,833170,277723.0,3,2019-10-20 18:07:53.251978+00:00,2022-07-31 23:59:19.821469+00:00,1015,1,1,1,3,111,hibernating
Gaduh Maheswara,152386097,1656371.0,92,2022-07-28 23:58:46.259798+00:00,2022-07-31 23:59:19.821469+00:00,3,5,5,5,15,555,champions
Gaduh Mandala,1243553,414518.0,3,2021-02-10 17:42:13.377763+00:00,2022-07-31 23:59:19.821469+00:00,536,1,1,1,3,111,hibernating
Gaduh Mangunsong,387016,193508.0,2,2021-12-18 23:17:12.628701+00:00,2022-07-31 23:59:19.821469+00:00,225,2,1,1,4,112,hibernating
Gaduh Manullang,27676256,864883.0,32,2022-06-20 01:46:54.953789+00:00,2022-07-31 23:59:19.821469+00:00,41,4,4,4,12,444,loyal
Gaduh Marbun,293352,293352.0,1,2021-10-21 08:52:21.820695+00:00,2022-07-31 23:59:19.821469+00:00,283,1,1,1,3,111,hibernating
Gaduh Narpati,28898930,1605496.0,18,2022-07-12 21:27:00.823549+00:00,2022-07-31 23:59:19.821469+00:00,19,5,3,4,12,435,potential loyalist
Gaduh Nashiruddin,41046878,1520255.0,27,2022-07-22 15:22:08.173999+00:00,2022-07-31 23:59:19.821469+00:00,9,5,3,4,12,435,potential loyalist
Gaduh Permadi,3310826,827706.0,4,2021-12-27 19:28:17.845117+00:00,2022-07-31 23:59:19.821469+00:00,216,2,2,2,6,222,hibernating
Gaduh Prakasa,133901124,792314.0,169,2022-06-01 01:15:44.064523+00:00,2022-07-31 23:59:19.821469+00:00,60,3,5,5,13,553,potential loyalist
Gaduh Prayoga,28028015,718667.0,39,2022-07-30 23:35:48.074719+00:00,2022-07-31 23:59:19.821469+00:00,1,5,4,4,13,445,loyal
Gaduh Rajata,2434757,405793.0,6,2021-12-30 08:17:59.465924+00:00,2022-07-31 23:59:19.821469+00:00,213,2,2,2,6,222,hibernating
Gaduh Samosir,12851621,988586.0,13,2022-05-21 06:52:38.598566+00:00,2022-07-31 23:59:19.821469+00:00,71,3,3,3,9,333,need attention
Gaduh Sihombing,217345421,2287847.0,95,2022-07-28 20:45:42.356650+00:00,2022-07-31 23:59:19.821469+00:00,3,5,5,5,15,555,champions
Gaduh Sinaga,6238644,693183.0,9,2022-06-01 21:32:27.113676+00:00,2022-07-31 23:59:19.821469+00:00,60,3,2,2,7,223,at risk
Gaduh Sirait,29581075,448198.0,66,2022-07-25 01:50:44.645777+00:00,2022-07-31 23:59:19.821469+00:00,6,5,4,4,13,445,loyal
Gaduh Sitompul,44077457,1224374.0,36,2022-04-24 16:56:51.160228+00:00,2022-07-31 23:59:19.821469+00:00,98,2,4,4,10,442,potential loyalist
Gaduh Suryono,27983084,932769.0,30,2022-04-30 23:51:54.992448+00:00,2022-07-31 23:59:19.821469+00:00,92,3,4,4,11,443,potential loyalist
Gaduh Suwarno,169232,169232.0,1,2019-07-30 06:43:58.060541+00:00,2022-07-31 23:59:19.821469+00:00,1097,1,1,1,3,111,hibernating
Gaduh Utama,43233048,5404131.0,8,2021-07-06 10:02:32.405200+00:00,2022-07-31 23:59:19.821469+00:00,390,1,2,4,7,421,promising
Gaduh Wibowo,11664391,583220.0,20,2022-07-08 02:17:50.482284+00:00,2022-07-31 23:59:19.821469+00:00,23,4,3,3,10,334,need attention
Gaduh Wijaya,83889721,1271056.0,66,2022-07-12 08:51:12.486245+00:00,2022-07-31 23:59:19.821469+00:00,19,5,4,5,14,545,champions
Gaduh Zulkarnain,6353199,423547.0,15,2022-07-24 10:13:50.311521+00:00,2022-07-31 23:59:19.821469+00:00,7,5,3,2,10,235,at risk
Gaiman Adriansyah,4437336,341334.0,13,2022-05-29 11:34:59.944854+00:00,2022-07-31 23:59:19.821469+00:00,63,3,3,2,8,233,at risk
Gaiman Budiyanto,7622701,762270.0,10,2022-06-22 20:34:13.799539+00:00,2022-07-31 23:59:19.821469+00:00,39,4,2,3,9,324,at risk
Gaiman Firgantoro,88643277,1738103.0,51,2022-05-01 05:59:22.470431+00:00,2022-07-31 23:59:19.821469+00:00,91,3,4,5,12,543,potential loyalist
Gaiman Firmansyah,465940,232970.0,2,2020-09-23 19:29:14.048986+00:00,2022-07-31 23:59:19.821469+00:00,676,1,1,1,3,111,hibernating
Gaiman Gunarto,1792327,448082.0,4,2021-06-24 23:44:02.557483+00:00,2022-07-31 23:59:19.821469+00:00,402,1,2,2,5,221,hibernating
Gaiman Hidayat,167914134,4797547.0,35,2022-03-17 05:59:41.838825+00:00,2022-07-31 23:59:19.821469+00:00,136,2,4,5,11,542,potential loyalist
Gaiman Januar,20342415,581212.0,35,2022-07-16 11:10:10.093277+00:00,2022-07-31 23:59:19.821469+00:00,15,5,4,3,12,345,loyal
Gaiman Lazuardi,212162,106081.0,2,2020-06-14 11:44:53.936026+00:00,2022-07-31 23:59:19.821469+00:00,777,1,1,1,3,111,hibernating
Gaiman Marbun,177105,177105.0,1,2021-09-21 10:37:52.824477+00:00,2022-07-31 23:59:19.821469+00:00,313,1,1,1,3,111,hibernating
Gaiman Marpaung,2544022,424004.0,6,2022-05-17 22:58:56.389109+00:00,2022-07-31 23:59:19.821469+00:00,75,3,2,2,7,223,at risk
Gaiman Maulana,615801,205267.0,3,2021-02-15 22:12:59.993121+00:00,2022-07-31 23:59:19.821469+00:00,531,1,1,1,3,111,hibernating
Gaiman Napitupulu,226007,226007.0,1,2022-04-17 03:15:18.212172+00:00,2022-07-31 23:59:19.821469+00:00,105,2,1,1,4,112,hibernating
Gaiman Natsir,67530805,785242.0,86,2022-07-31 10:36:04.654590+00:00,2022-07-31 23:59:19.821469+00:00,0,5,5,4,14,455,loyal
Gaiman Pradipta,252127,252127.0,1,2021-11-06 23:57:31.456360+00:00,2022-07-31 23:59:19.821469+00:00,267,2,1,1,4,112,hibernating
Gaiman Pranowo,51751777,958366.0,54,2022-07-12 19:02:49.992190+00:00,2022-07-31 23:59:19.821469+00:00,19,5,4,4,13,445,loyal
Gaiman Prasetyo,2017123,336187.0,6,2022-02-10 08:53:54.642579+00:00,2022-07-31 23:59:19.821469+00:00,171,2,2,2,6,222,hibernating
Gaiman Sihombing,220423528,933998.0,236,2022-07-31 02:33:11.921897+00:00,2022-07-31 23:59:19.821469+00:00,0,5,5,5,15,555,champions
Gaiman Simbolon,22830593,556844.0,41,2022-05-07 20:08:17.549174+00:00,2022-07-31 23:59:19.821469+00:00,85,3,4,3,10,343,need attention
Gaiman Siregar,4290292,357524.0,12,2022-07-02 18:07:28.593397+00:00,2022-07-31 23:59:19.821469+00:00,29,4,2,2,8,224,at risk
Gaiman Sitorus,1116997,372332.0,3,2022-03-25 14:17:46.713285+00:00,2022-07-31 23:59:19.821469+00:00,128,2,1,1,4,112,hibernating
Gaiman Tampubolon,131183466,1639793.0,80,2022-07-10 02:05:28.543698+00:00,2022-07-31 23:59:19.821469+00:00,21,4,5,5,14,554,champions
Gaiman Tarihoran,292995,292995.0,1,2021-09-19 13:59:34.943904+00:00,2022-07-31 23:59:19.821469+00:00,315,1,1,1,3,111,hibernating
Gaiman Utama,72167723,1163996.0,62,2022-06-26 19:40:47.675131+00:00,2022-07-31 23:59:19.821469+00:00,35,4,4,4,12,444,loyal
Gaiman Waluyo,31300769,549136.0,57,2022-07-22 04:28:43.630389+00:00,2022-07-31 23:59:19.821469+00:00,9,5,4,4,13,445,loyal
Gaiman Waskita,3198051,399756.0,8,2022-05-10 06:30:43.201031+00:00,2022-07-31 23:59:19.821469+00:00,82,3,2,2,7,223,at risk
Gaiman Winarno,9883404,823617.0,12,2022-04-19 23:03:46.079631+00:00,2022-07-31 23:59:19.821469+00:00,103,2,2,3,7,322,about to sleep
Galak Budiman,2674178,382025.0,7,2022-03-20 16:53:47.321523+00:00,2022-07-31 23:59:19.821469+00:00,133,2,2,2,6,222,hibernating
Galak Firgantoro,5166122,430510.0,12,2022-04-30 23:13:47.988577+00:00,2022-07-31 23:59:19.821469+00:00,92,3,2,2,7,223,at risk
Galak Firmansyah,886058,443029.0,2,2017-09-26 15:47:37.697431+00:00,2022-07-31 23:59:19.821469+00:00,1769,1,1,1,3,111,hibernating
Galak Haryanto,4908506,327234.0,15,2022-06-09 21:29:46.994074+00:00,2022-07-31 23:59:19.821469+00:00,52,3,3,2,8,233,at risk
Galak Hidayanto,2890822,262802.0,11,2022-05-31 10:23:19.412646+00:00,2022-07-31 23:59:19.821469+00:00,61,3,2,2,7,223,at risk
Galak Hidayat,35715970,776434.0,46,2022-06-23 02:07:58.184100+00:00,2022-07-31 23:59:19.821469+00:00,38,4,4,4,12,444,loyal
Galak Hutagalung,232850955,6127657.0,38,2022-03-16 05:08:04.942292+00:00,2022-07-31 23:59:19.821469+00:00,137,2,4,5,11,542,potential loyalist
Galak Hutapea,11080036,554002.0,20,2022-06-30 03:54:15.436574+00:00,2022-07-31 23:59:19.821469+00:00,31,4,3,3,10,334,need attention
Galak Jailani,24354005,695829.0,35,2022-07-10 13:07:57.143530+00:00,2022-07-31 23:59:19.821469+00:00,21,4,4,3,11,344,loyal
Galak Kurniawan,4786306,281547.0,17,2022-05-06 00:16:23.460358+00:00,2022-07-31 23:59:19.821469+00:00,86,3,3,2,8,233,at risk
Galak Kuswoyo,16867215,383346.0,44,2022-07-29 14:19:25.418264+00:00,2022-07-31 23:59:19.821469+00:00,2,5,4,3,12,345,loyal
Galak Maheswara,161006,161006.0,1,2018-03-27 08:02:19.262790+00:00,2022-07-31 23:59:19.821469+00:00,1587,1,1,1,3,111,hibernating
